ID,GALGAL,OUT-0003
3209,GALGAL_R03649,ALCTOR_R07543
3210,GALGAL_R03650,ALCTOR_R07544
3211,GALGAL_R03651,ALCTOR_R07545
3212,GALGAL_R03652,-
3213,GALGAL_R03653,ALCTOR_R13743
3214,GALGAL_R03654,ALCTOR_R04141
3215,GALGAL_R03657,ALCTOR_R12442
3216,GALGAL_R03658,ALCTOR_R05168
3217,GALGAL_R03659,ALCTOR_R07412
3218,GALGAL_R03660,ALCTOR_R03696
3219,GALGAL_R03661,ALCTOR_R14345
3220,GALGAL_R03662,ALCTOR_R10044
3221,GALGAL_R03663,ALCTOR_R11347
3222,GALGAL_R03664,ALCTOR_R13450
3223,GALGAL_R03665,ALCTOR_R04224
3224,GALGAL_R03666,ALCTOR_R09604
3225,GALGAL_R03667,ALCTOR_R13396
3226,GALGAL_R03669,ALCTOR_R13399
3227,GALGAL_R03670,ALCTOR_R10603
3228,GALGAL_R03671,-
3229,GALGAL_R03672,ALCTOR_R04524
3230,GALGAL_R03673,ALCTOR_R03525
3231,GALGAL_R03674,ALCTOR_R06771
3232,GALGAL_R03675,ALCTOR_R09643
3233,GALGAL_R03676,ALCTOR_R07259
3234,GALGAL_R03677,ALCTOR_R12688
3235,GALGAL_R03678,-
3236,GALGAL_R03679,ALCTOR_R10438
3237,GALGAL_R03680,ALCTOR_R10442
3238,GALGAL_R03681,ALCTOR_R09198
3239,GALGAL_R03682,ALCTOR_R04613
3240,GALGAL_R03683,ALCTOR_R04614
3241,GALGAL_R03684,ALCTOR_R04616
3242,GALGAL_R03685,ALCTOR_R11209
3243,GALGAL_R03686,ALCTOR_R09017
3244,GALGAL_R03687,ALCTOR_R09015
3245,GALGAL_R03688,ALCTOR_R09016
3246,GALGAL_R03692,ALCTOR_R05571
3247,GALGAL_R03693,ALCTOR_R04226
3248,GALGAL_R03694,ALCTOR_R02643
3249,GALGAL_R03695,ALCTOR_R04850
3250,GALGAL_R03696,ALCTOR_R12521
3251,GALGAL_R03697,ALCTOR_R07585
3252,GALGAL_R03698,ALCTOR_R07586
3253,GALGAL_R03699,-
3254,GALGAL_R03700,ALCTOR_R12886
3255,GALGAL_R03701,ALCTOR_R07534
3256,GALGAL_R03702,ALCTOR_R07532
3257,GALGAL_R03703,ALCTOR_R11419
3258,GALGAL_R03704,ALCTOR_R05557
3259,GALGAL_R03705,ALCTOR_R05121
3260,GALGAL_R03706,ALCTOR_R09599
3261,GALGAL_R03707,-
3262,GALGAL_R03708,ALCTOR_R02599
3263,GALGAL_R03709,ALCTOR_R12743
3264,GALGAL_R03710,ALCTOR_R09336
3265,GALGAL_R03711,ALCTOR_R09338
3266,GALGAL_R03712,ALCTOR_R12730
3267,GALGAL_R03713,ALCTOR_R02831
3268,GALGAL_R03714,ALCTOR_R11149
3269,GALGAL_R03715,ALCTOR_R03395
3270,GALGAL_R03716,ALCTOR_R12717
3271,GALGAL_R03717,ALCTOR_R03825
3272,GALGAL_R03718,ALCTOR_R15504
3273,GALGAL_R03719,ALCTOR_R05220
3274,GALGAL_R03720,ALCTOR_R05221
3275,GALGAL_R03721,-
3276,GALGAL_R03722,ALCTOR_R03930
3277,GALGAL_R03723,ALCTOR_R14128
3278,GALGAL_R03724,ALCTOR_R03915
3279,GALGAL_R03725,ALCTOR_R06551
3280,GALGAL_R03726,-
3281,GALGAL_R03727,-
3282,GALGAL_R03728,ALCTOR_R01735
3283,GALGAL_R03729,ALCTOR_R01731
3284,GALGAL_R03730,ALCTOR_R01732
3285,GALGAL_R03731,ALCTOR_R11398
3286,GALGAL_R03732,-
3287,GALGAL_R03733,-
3288,GALGAL_R03734,ALCTOR_R01904
3289,GALGAL_R03735,ALCTOR_R10013
3290,GALGAL_R03736,ALCTOR_R07001
3291,GALGAL_R03737,ALCTOR_R03683
3292,GALGAL_R03738,ALCTOR_R01251
3293,GALGAL_R03739,ALCTOR_R05562
3294,GALGAL_R03740,ALCTOR_R13923
3295,GALGAL_R03741,ALCTOR_R03727
3296,GALGAL_R03742,ALCTOR_R14334
3297,GALGAL_R03743,-
3298,GALGAL_R03744,ALCTOR_R04077
3299,GALGAL_R03745,ALCTOR_R14425
3300,GALGAL_R03746,ALCTOR_R13754
3301,GALGAL_R03747,ALCTOR_R10190
3302,GALGAL_R03748,ALCTOR_R03761
3303,GALGAL_R03749,ALCTOR_R02002
3304,GALGAL_R03750,ALCTOR_R04037
3305,GALGAL_R03751,ALCTOR_R00939
3306,GALGAL_R03752,ALCTOR_R01143
3307,GALGAL_R03753,-
3308,GALGAL_R03754,ALCTOR_R02621
3309,GALGAL_R03755,ALCTOR_R09545
3310,GALGAL_R03756,ALCTOR_R09373
3311,GALGAL_R03757,ALCTOR_R04804
3312,GALGAL_R03758,ALCTOR_R04470
3313,GALGAL_R03759,ALCTOR_R03297
3314,GALGAL_R03760,ALCTOR_R00634
3315,GALGAL_R03761,ALCTOR_R01318
3316,GALGAL_R03762,ALCTOR_R11587
3317,GALGAL_R03763,-
3318,GALGAL_R03764,ALCTOR_R08127
3319,GALGAL_R03765,-
3320,GALGAL_R03766,-
3321,GALGAL_R03767,ALCTOR_R02221
3322,GALGAL_R03768,ALCTOR_R03442
3323,GALGAL_R03769,ALCTOR_R07793
3324,GALGAL_R03770,ALCTOR_R10933
3325,GALGAL_R03771,-
3326,GALGAL_R03772,-
3327,GALGAL_R03773,ALCTOR_R10827
3328,GALGAL_R03774,ALCTOR_R14056
3329,GALGAL_R03775,ALCTOR_R09088
3330,GALGAL_R03776,-
3331,GALGAL_R03777,ALCTOR_R13717
3332,GALGAL_R03778,ALCTOR_R05206
3333,GALGAL_R03779,ALCTOR_R05207
3334,GALGAL_R03780,ALCTOR_R07247
3335,GALGAL_R03781,ALCTOR_R13075
3336,GALGAL_R03782,ALCTOR_R03177
3337,GALGAL_R03783,ALCTOR_R02782
3338,GALGAL_R03784,ALCTOR_R02505
3339,GALGAL_R03785,ALCTOR_R12193
3340,GALGAL_R03786,ALCTOR_R01209
3341,GALGAL_R03787,-
3342,GALGAL_R03788,ALCTOR_R09625
3343,GALGAL_R03789,ALCTOR_R06688
3344,GALGAL_R03790,ALCTOR_R14249
3345,GALGAL_R03791,ALCTOR_R14261
3346,GALGAL_R03792,ALCTOR_R06833
3347,GALGAL_R03793,ALCTOR_R04758
3348,GALGAL_R03794,ALCTOR_R08323
3349,GALGAL_R03795,ALCTOR_R04945
3350,GALGAL_R03796,-
3351,GALGAL_R03797,ALCTOR_R08226
3352,GALGAL_R03798,-
3353,GALGAL_R03799,ALCTOR_R06675
3354,GALGAL_R03800,-
3355,GALGAL_R03801,ALCTOR_R10939
3356,GALGAL_R03802,ALCTOR_R02278
3357,GALGAL_R03803,-
3358,GALGAL_R03804,ALCTOR_R10393
3359,GALGAL_R03805,ALCTOR_R13821
3360,GALGAL_R03806,ALCTOR_R13822
3361,GALGAL_R03807,-
3362,GALGAL_R03808,ALCTOR_R04239
3363,GALGAL_R03809,ALCTOR_R08409
3364,GALGAL_R03810,ALCTOR_R03656
3365,GALGAL_R03811,ALCTOR_R01905
3366,GALGAL_R03812,-
3367,GALGAL_R03813,ALCTOR_R03657
3368,GALGAL_R03814,ALCTOR_R04757
3369,GALGAL_R03815,ALCTOR_R04143
3370,GALGAL_R03816,ALCTOR_R12660
3371,GALGAL_R03817,ALCTOR_R07345
3372,GALGAL_R03818,ALCTOR_R05499
3373,GALGAL_R03819,ALCTOR_R03711
3374,GALGAL_R03820,-
3375,GALGAL_R03821,ALCTOR_R03396
3376,GALGAL_R03824,ALCTOR_R04174
3377,GALGAL_R03825,ALCTOR_R02051
3378,GALGAL_R03826,ALCTOR_R07256
3379,GALGAL_R03827,-
3380,GALGAL_R03828,ALCTOR_R07546
3381,GALGAL_R03829,-
3382,GALGAL_R03830,-
3383,GALGAL_R03831,-
3384,GALGAL_R03832,-
3385,GALGAL_R03833,-
3386,GALGAL_R03835,-
3387,GALGAL_R03836,-
3388,GALGAL_R03837,ALCTOR_R09949
3389,GALGAL_R03838,ALCTOR_R10934
3390,GALGAL_R03839,ALCTOR_R14007
3391,GALGAL_R03840,ALCTOR_R11083
3392,GALGAL_R03841,ALCTOR_R09897
3393,GALGAL_R03842,ALCTOR_R00488
3394,GALGAL_R03843,-
3395,GALGAL_R03844,ALCTOR_R01733
3396,GALGAL_R03845,ALCTOR_R08364
3397,GALGAL_R03846,-
3398,GALGAL_R03847,ALCTOR_R06967
3399,GALGAL_R03849,-
3400,GALGAL_R03850,ALCTOR_R14528
3401,GALGAL_R03851,ALCTOR_R12574
3402,GALGAL_R03852,-
3403,GALGAL_R03853,ALCTOR_R08712
3404,GALGAL_R03854,-
3405,GALGAL_R03855,-
3406,GALGAL_R03857,-
3407,GALGAL_R03859,ALCTOR_R08065
3408,GALGAL_R03861,-
3409,GALGAL_R03863,ALCTOR_R11406
3410,GALGAL_R03864,ALCTOR_R03061
3411,GALGAL_R03865,-
3412,GALGAL_R03866,-
3413,GALGAL_R03867,ALCTOR_R07104
3414,GALGAL_R03868,ALCTOR_R10828
3415,GALGAL_R03869,ALCTOR_R01906
3416,GALGAL_R03871,-
3417,GALGAL_R03872,ALCTOR_R12661
3418,GALGAL_R03873,-
3419,GALGAL_R03874,-
3420,GALGAL_R03875,-
3421,GALGAL_R03876,ALCTOR_R06691
3422,GALGAL_R03877,-
3423,GALGAL_R03878,ALCTOR_R00844
3424,GALGAL_R03879,ALCTOR_R14204
3425,GALGAL_R03880,ALCTOR_R03495
3426,GALGAL_R03881,ALCTOR_R07043
3427,GALGAL_R03882,ALCTOR_R13755
3428,GALGAL_R03883,ALCTOR_R09697
3429,GALGAL_R03885,ALCTOR_R13718
3430,GALGAL_R03886,ALCTOR_R13823
3431,GALGAL_R03887,ALCTOR_R03397
3432,GALGAL_R03888,ALCTOR_R00041
3433,GALGAL_R03889,ALCTOR_R02613
3434,GALGAL_R03890,ALCTOR_R04800
3435,GALGAL_R03891,ALCTOR_R00613
3436,GALGAL_R03892,ALCTOR_R09457
3437,GALGAL_R03893,-
3438,GALGAL_R03894,ALCTOR_R10191
3439,GALGAL_R03895,ALCTOR_R10192
3440,GALGAL_R03896,-
3441,GALGAL_R03897,ALCTOR_R14279
3442,GALGAL_R03898,ALCTOR_R00959
3443,GALGAL_R03899,ALCTOR_R07074
3444,GALGAL_R03900,-
3445,GALGAL_R03901,ALCTOR_R06909
3446,GALGAL_R03902,ALCTOR_R00822
3447,GALGAL_R03903,ALCTOR_R00823
3448,GALGAL_R03904,ALCTOR_R12090
3449,GALGAL_R03905,ALCTOR_R12091
3450,GALGAL_R03906,ALCTOR_R07589
3451,GALGAL_R03907,ALCTOR_R02096
3452,GALGAL_R03908,ALCTOR_R08623
3453,GALGAL_R03909,ALCTOR_R08625
3454,GALGAL_R03910,ALCTOR_R08624
3455,GALGAL_R03911,ALCTOR_R13784
3456,GALGAL_R03912,ALCTOR_R08234
3457,GALGAL_R03913,ALCTOR_R08235
3458,GALGAL_R03914,ALCTOR_R09473
3459,GALGAL_R03915,ALCTOR_R00835
3460,GALGAL_R03916,ALCTOR_R11228
3461,GALGAL_R03917,ALCTOR_R13688
3462,GALGAL_R03918,ALCTOR_R12095
3463,GALGAL_R03919,ALCTOR_R07053
3464,GALGAL_R03920,ALCTOR_R03173
3465,GALGAL_R03921,ALCTOR_R00884
3466,GALGAL_R03922,ALCTOR_R03637
3467,GALGAL_R03923,-
3468,GALGAL_R03924,ALCTOR_R09035
3469,GALGAL_R03925,ALCTOR_R09036
3470,GALGAL_R03926,ALCTOR_R09037
3471,GALGAL_R03927,ALCTOR_R09200
3472,GALGAL_R03928,ALCTOR_R09461
3473,GALGAL_R03929,ALCTOR_R09462
3474,GALGAL_R03930,-
3475,GALGAL_R03931,ALCTOR_R02616
3476,GALGAL_R03932,ALCTOR_R07928
3477,GALGAL_R03933,ALCTOR_R11012
3478,GALGAL_R03934,ALCTOR_R13744
3479,GALGAL_R03935,ALCTOR_R13745
3480,GALGAL_R03936,ALCTOR_R11370
3481,GALGAL_R03937,ALCTOR_R09799
3482,GALGAL_R03938,ALCTOR_R13484
3483,GALGAL_R03939,ALCTOR_R14384
3484,GALGAL_R03940,ALCTOR_R02203
3485,GALGAL_R03941,ALCTOR_R05169
3486,GALGAL_R03942,ALCTOR_R05170
3487,GALGAL_R03943,-
3488,GALGAL_R03944,ALCTOR_R07413
3489,GALGAL_R03945,ALCTOR_R07414
3490,GALGAL_R03946,ALCTOR_R03697
3491,GALGAL_R03947,ALCTOR_R09539
3492,GALGAL_R03948,-
3493,GALGAL_R03949,ALCTOR_R10021
3494,GALGAL_R03950,ALCTOR_R01308
3495,GALGAL_R03951,ALCTOR_R08277
3496,GALGAL_R03952,ALCTOR_R08278
3497,GALGAL_R03953,ALCTOR_R13993
3498,GALGAL_R03954,ALCTOR_R14296
3499,GALGAL_R03955,-
3500,GALGAL_R03956,ALCTOR_R11495
3501,GALGAL_R03957,ALCTOR_R08019
3502,GALGAL_R03958,ALCTOR_R08020
3503,GALGAL_R03959,ALCTOR_R11815
3504,GALGAL_R03960,ALCTOR_R11816
3505,GALGAL_R03961,ALCTOR_R11817
3506,GALGAL_R03962,ALCTOR_R12255
3507,GALGAL_R03963,-
3508,GALGAL_R03964,ALCTOR_R01638
3509,GALGAL_R03965,-
3510,GALGAL_R03966,ALCTOR_R06692
3511,GALGAL_R03967,ALCTOR_R01734
3512,GALGAL_R03968,ALCTOR_R09458
3513,GALGAL_R03969,ALCTOR_R09687
3514,GALGAL_R03970,ALCTOR_R09546
3515,GALGAL_R03971,ALCTOR_R06552
3516,GALGAL_R03972,ALCTOR_R06553
3517,GALGAL_R03973,-
3518,GALGAL_R03974,-
3519,GALGAL_R03975,ALCTOR_R03931
3520,GALGAL_R03976,ALCTOR_R12888
3521,GALGAL_R03977,ALCTOR_R01354
3522,GALGAL_R03978,ALCTOR_R12852
3523,GALGAL_R03979,ALCTOR_R12792
3524,GALGAL_R03980,ALCTOR_R01889
3525,GALGAL_R03981,ALCTOR_R09274
3526,GALGAL_R03982,ALCTOR_R13451
3527,GALGAL_R03983,ALCTOR_R09715
3528,GALGAL_R03984,ALCTOR_R03221
3529,GALGAL_R03985,ALCTOR_R13848
3530,GALGAL_R03986,ALCTOR_R13398
3531,GALGAL_R03987,ALCTOR_R14073
3532,GALGAL_R03988,ALCTOR_R14074
3533,GALGAL_R03989,ALCTOR_R10604
3534,GALGAL_R03990,ALCTOR_R06318
3535,GALGAL_R03991,ALCTOR_R09486
3536,GALGAL_R03993,ALCTOR_R05242
3537,GALGAL_R03994,ALCTOR_R01169
3538,GALGAL_R03995,ALCTOR_R04525
3539,GALGAL_R03996,ALCTOR_R04526
3540,GALGAL_R03997,ALCTOR_R03524
3541,GALGAL_R03998,ALCTOR_R07995
3542,GALGAL_R03999,ALCTOR_R07257
3543,GALGAL_R04000,-
3544,GALGAL_R04001,ALCTOR_R03576
3545,GALGAL_R04002,ALCTOR_R03577
3546,GALGAL_R04003,ALCTOR_R02387
3547,GALGAL_R04004,-
3548,GALGAL_R04005,ALCTOR_R03948
3549,GALGAL_R04006,ALCTOR_R10619
3550,GALGAL_R04007,ALCTOR_R10620
3551,GALGAL_R04008,ALCTOR_R06951
3552,GALGAL_R04009,ALCTOR_R05139
3553,GALGAL_R04010,ALCTOR_R05140
3554,GALGAL_R04011,ALCTOR_R05141
3555,GALGAL_R04012,ALCTOR_R12689
3556,GALGAL_R04013,ALCTOR_R12434
3557,GALGAL_R04014,ALCTOR_R12435
3558,GALGAL_R04015,ALCTOR_R10439
3559,GALGAL_R04016,ALCTOR_R10441
3560,GALGAL_R04017,ALCTOR_R09196
3561,GALGAL_R04018,ALCTOR_R09197
3562,GALGAL_R04019,ALCTOR_R05080
3563,GALGAL_R04020,ALCTOR_R06854
3564,GALGAL_R04021,ALCTOR_R02052
3565,GALGAL_R04022,-
3566,GALGAL_R04023,ALCTOR_R09534
3567,GALGAL_R04024,-
3568,GALGAL_R04025,ALCTOR_R12522
3569,GALGAL_R04026,ALCTOR_R01311
3570,GALGAL_R04027,ALCTOR_R04851
3571,GALGAL_R04028,ALCTOR_R04852
3572,GALGAL_R04029,ALCTOR_R14143
3573,GALGAL_R04030,ALCTOR_R14144
3574,GALGAL_R04031,ALCTOR_R06941
3575,GALGAL_R04032,ALCTOR_R10404
3576,GALGAL_R04033,ALCTOR_R10405
3577,GALGAL_R04034,ALCTOR_R10406
3578,GALGAL_R04035,ALCTOR_R10407
3579,GALGAL_R04036,ALCTOR_R10408
3580,GALGAL_R04037,ALCTOR_R10409
3581,GALGAL_R04038,ALCTOR_R03826
3582,GALGAL_R04039,ALCTOR_R03398
3583,GALGAL_R04040,ALCTOR_R11150
3584,GALGAL_R04041,ALCTOR_R08580
3585,GALGAL_R04042,ALCTOR_R09337
3586,GALGAL_R04043,ALCTOR_R13734
3587,GALGAL_R04044,ALCTOR_R13735
3588,GALGAL_R04045,ALCTOR_R06997
3589,GALGAL_R04046,ALCTOR_R14000
3590,GALGAL_R04047,ALCTOR_R14001
3591,GALGAL_R04048,ALCTOR_R14778
3592,GALGAL_R04049,ALCTOR_R01907
3593,GALGAL_R04050,ALCTOR_R07000
3594,GALGAL_R04051,ALCTOR_R02414
3595,GALGAL_R04052,ALCTOR_R08296
3596,GALGAL_R04053,ALCTOR_R08297
3597,GALGAL_R04054,ALCTOR_R03952
3598,GALGAL_R04055,ALCTOR_R03957
3599,GALGAL_R04056,ALCTOR_R12664
3600,GALGAL_R04057,ALCTOR_R12665
3601,GALGAL_R04058,ALCTOR_R03712
3602,GALGAL_R04059,ALCTOR_R09313
3603,GALGAL_R04060,ALCTOR_R09314
3604,GALGAL_R04061,ALCTOR_R09315
3605,GALGAL_R04062,ALCTOR_R13924
3606,GALGAL_R04063,ALCTOR_R08397
3607,GALGAL_R04064,ALCTOR_R00489
3608,GALGAL_R04065,ALCTOR_R10984
3609,GALGAL_R04066,ALCTOR_R07432
3610,GALGAL_R04067,ALCTOR_R07433
3611,GALGAL_R04068,ALCTOR_R05449
3612,GALGAL_R04069,ALCTOR_R05614
3613,GALGAL_R04070,ALCTOR_R10038
3614,GALGAL_R04071,ALCTOR_R13756
3615,GALGAL_R04072,ALCTOR_R06377
3616,GALGAL_R04073,ALCTOR_R06378
3617,GALGAL_R04074,ALCTOR_R06379
3618,GALGAL_R04075,ALCTOR_R06380
3619,GALGAL_R04076,ALCTOR_R03762
3620,GALGAL_R04077,ALCTOR_R03763
3621,GALGAL_R04078,ALCTOR_R02003
3622,GALGAL_R04079,ALCTOR_R02004
3623,GALGAL_R04080,ALCTOR_R10043
3624,GALGAL_R04081,ALCTOR_R00940
3625,GALGAL_R04082,ALCTOR_R00941
3626,GALGAL_R04083,ALCTOR_R06794
3627,GALGAL_R04084,ALCTOR_R03769
3628,GALGAL_R04085,ALCTOR_R02691
3629,GALGAL_R04086,-
3630,GALGAL_R04087,ALCTOR_R04803
3631,GALGAL_R04088,ALCTOR_R09374
3632,GALGAL_R04089,ALCTOR_R09547
3633,GALGAL_R04090,-
3634,GALGAL_R04091,ALCTOR_R08024
3635,GALGAL_R04092,ALCTOR_R08025
3636,GALGAL_R04093,ALCTOR_R00805
3637,GALGAL_R04094,ALCTOR_R00806
3638,GALGAL_R04095,ALCTOR_R05684
3639,GALGAL_R04096,ALCTOR_R07346
3640,GALGAL_R04097,ALCTOR_R07353
3641,GALGAL_R04098,ALCTOR_R07349
3642,GALGAL_R04099,ALCTOR_R07350
3643,GALGAL_R04100,ALCTOR_R07351
3644,GALGAL_R04101,ALCTOR_R07352
3645,GALGAL_R04102,ALCTOR_R01165
3646,GALGAL_R04103,ALCTOR_R08182
3647,GALGAL_R04104,ALCTOR_R07794
3648,GALGAL_R04105,ALCTOR_R07795
3649,GALGAL_R04106,ALCTOR_R09915
3650,GALGAL_R04107,ALCTOR_R04538
3651,GALGAL_R04108,ALCTOR_R04539
3652,GALGAL_R04109,ALCTOR_R04540
3653,GALGAL_R04110,ALCTOR_R10829
3654,GALGAL_R04111,ALCTOR_R09893
3655,GALGAL_R04112,ALCTOR_R11328
3656,GALGAL_R04113,-
3657,GALGAL_R04114,ALCTOR_R00843
3658,GALGAL_R04115,ALCTOR_R02374
3659,GALGAL_R04116,ALCTOR_R08795
3660,GALGAL_R04117,ALCTOR_R08796
3661,GALGAL_R04118,ALCTOR_R09086
3662,GALGAL_R04119,ALCTOR_R09087
3663,GALGAL_R04120,ALCTOR_R14321
3664,GALGAL_R04121,ALCTOR_R09677
3665,GALGAL_R04122,ALCTOR_R04160
3666,GALGAL_R04123,ALCTOR_R03298
3667,GALGAL_R04124,ALCTOR_R03299
3668,GALGAL_R04125,ALCTOR_R02480
3669,GALGAL_R04126,ALCTOR_R03955
3670,GALGAL_R04127,ALCTOR_R12541
3671,GALGAL_R04128,ALCTOR_R03223
3672,GALGAL_R04129,ALCTOR_R03224
3673,GALGAL_R04130,ALCTOR_R13547
3674,GALGAL_R04131,-
3675,GALGAL_R04132,ALCTOR_R00735
3676,GALGAL_R04133,ALCTOR_R00736
3677,GALGAL_R04134,ALCTOR_R06082
3678,GALGAL_R04135,ALCTOR_R00429
3679,GALGAL_R04136,ALCTOR_R00430
3680,GALGAL_R04137,ALCTOR_R00431
3681,GALGAL_R04138,ALCTOR_R07248
3682,GALGAL_R04139,ALCTOR_R07249
3683,GALGAL_R04140,ALCTOR_R07250
3684,GALGAL_R04141,ALCTOR_R13076
3685,GALGAL_R04142,ALCTOR_R13077
3686,GALGAL_R04143,ALCTOR_R03178
3687,GALGAL_R04144,ALCTOR_R03179
3688,GALGAL_R04145,ALCTOR_R03180
3689,GALGAL_R04146,ALCTOR_R09737
3690,GALGAL_R04147,-
3691,GALGAL_R04148,-
3692,GALGAL_R04149,ALCTOR_R12194
3693,GALGAL_R04150,ALCTOR_R12195
3694,GALGAL_R04151,ALCTOR_R10835
3695,GALGAL_R04152,ALCTOR_R10836
3696,GALGAL_R04153,ALCTOR_R05011
3697,GALGAL_R04154,ALCTOR_R05010
3698,GALGAL_R04155,ALCTOR_R00564
3699,GALGAL_R04156,-
3700,GALGAL_R04157,ALCTOR_R09529
3701,GALGAL_R04158,ALCTOR_R09530
3702,GALGAL_R04159,ALCTOR_R00635
3703,GALGAL_R04160,ALCTOR_R04924
3704,GALGAL_R04161,ALCTOR_R04925
3705,GALGAL_R04162,ALCTOR_R04926
3706,GALGAL_R04163,ALCTOR_R06689
3707,GALGAL_R04164,ALCTOR_R11174
3708,GALGAL_R04165,ALCTOR_R08295
3709,GALGAL_R04166,ALCTOR_R01099
3710,GALGAL_R04167,ALCTOR_R01100
3711,GALGAL_R04168,ALCTOR_R04759
3712,GALGAL_R04169,ALCTOR_R04760
3713,GALGAL_R04170,ALCTOR_R06489
3714,GALGAL_R04171,ALCTOR_R04013
3715,GALGAL_R04172,ALCTOR_R02280
3716,GALGAL_R04173,ALCTOR_R10940
3717,GALGAL_R04174,ALCTOR_R07075
3718,GALGAL_R04175,ALCTOR_R09714
3719,GALGAL_R04176,ALCTOR_R06676
3720,GALGAL_R04177,ALCTOR_R05032
3721,GALGAL_R04178,ALCTOR_R02510
3722,GALGAL_R04179,ALCTOR_R04282
3723,GALGAL_R04180,ALCTOR_R04946
3724,GALGAL_R04181,ALCTOR_R04947
3725,GALGAL_R04182,-
3726,GALGAL_R04183,ALCTOR_R04253
3727,GALGAL_R04184,ALCTOR_R06490
3728,GALGAL_R04185,ALCTOR_R06976
3729,GALGAL_R04186,ALCTOR_R03300
3730,GALGAL_R04187,ALCTOR_R07884
3731,GALGAL_R04188,ALCTOR_R04615
3732,GALGAL_R04189,ALCTOR_R11588
3733,GALGAL_R04190,ALCTOR_R09690
3734,GALGAL_R04191,ALCTOR_R07258
3735,GALGAL_R04192,-
3736,GALGAL_R04193,-
3737,GALGAL_R04194,ALCTOR_R09929
3738,GALGAL_R04195,ALCTOR_R03768
3739,GALGAL_R04196,ALCTOR_R04618
3740,GALGAL_R04197,ALCTOR_R13452
3741,GALGAL_R04198,ALCTOR_R04527
3742,GALGAL_R04199,ALCTOR_R13453
3743,GALGAL_R04200,ALCTOR_R05634
3744,GALGAL_R04201,ALCTOR_R05491
3745,GALGAL_R04202,ALCTOR_R10605
3746,GALGAL_R04203,ALCTOR_R07434
3747,GALGAL_R04204,ALCTOR_R01282
3748,GALGAL_R04205,ALCTOR_R01890
3749,GALGAL_R04206,ALCTOR_R02053
3750,GALGAL_R04207,ALCTOR_R07533
3751,GALGAL_R04208,ALCTOR_R06083
3752,GALGAL_R04209,ALCTOR_R08128
3753,GALGAL_R04210,ALCTOR_R06832
3754,GALGAL_R04211,ALCTOR_R00567
3755,GALGAL_R04212,ALCTOR_R07666
3756,GALGAL_R04213,ALCTOR_R03638
3757,GALGAL_R04214,-
3758,GALGAL_R04215,ALCTOR_R07590
3759,GALGAL_R04216,ALCTOR_R07415
3760,GALGAL_R04217,ALCTOR_R06491
3761,GALGAL_R04218,ALCTOR_R07382
3762,GALGAL_R04219,ALCTOR_R05286
3763,GALGAL_R04220,ALCTOR_R10621
3764,GALGAL_R04221,ALCTOR_R03062
3765,GALGAL_R04222,ALCTOR_R07416
3766,GALGAL_R04223,-
3767,GALGAL_R04224,-
3768,GALGAL_R04225,ALCTOR_R10976
3769,GALGAL_R04226,ALCTOR_R03222
3770,GALGAL_R04227,ALCTOR_R10606
3771,GALGAL_R04228,ALCTOR_R02326
3772,GALGAL_R04229,ALCTOR_R13078
3773,GALGAL_R04230,ALCTOR_R07381
3774,GALGAL_R04231,ALCTOR_R05150
3775,GALGAL_R04232,ALCTOR_R07927
3776,GALGAL_R04233,ALCTOR_R05151
3777,GALGAL_R04234,ALCTOR_R12988
3778,GALGAL_R04235,ALCTOR_R01891
3779,GALGAL_R04236,ALCTOR_R03906
3780,GALGAL_R04237,ALCTOR_R09201
3781,GALGAL_R04239,ALCTOR_R12821
3782,GALGAL_R04240,ALCTOR_R01857
3783,GALGAL_R04241,ALCTOR_R07251
3784,GALGAL_R04242,ALCTOR_R08797
3785,GALGAL_R04243,ALCTOR_R07252
3786,GALGAL_R04248,-
3787,GALGAL_R04250,ALCTOR_R13108
3788,GALGAL_R04251,ALCTOR_R13109
3789,GALGAL_R04252,-
3790,GALGAL_R04253,ALCTOR_R13110
3791,GALGAL_R04254,ALCTOR_R09323
3792,GALGAL_R04255,ALCTOR_R09386
3793,GALGAL_R04257,-
3794,GALGAL_R04258,-
3795,GALGAL_R04259,ALCTOR_R02802
3796,GALGAL_R04260,-
3797,GALGAL_R04262,ALCTOR_R08776
3798,GALGAL_R04263,ALCTOR_R07777
3799,GALGAL_R04264,ALCTOR_R02825
3800,GALGAL_R04265,ALCTOR_R01684
3801,GALGAL_R04266,ALCTOR_R11366
3802,GALGAL_R04267,ALCTOR_R01026
3803,GALGAL_R04268,ALCTOR_R05307
3804,GALGAL_R04269,ALCTOR_R12039
3805,GALGAL_R04270,ALCTOR_R12040
3806,GALGAL_R04271,ALCTOR_R05767
3807,GALGAL_R04272,ALCTOR_R05184
3808,GALGAL_R04273,ALCTOR_R05185
3809,GALGAL_R04274,-
3810,GALGAL_R04275,ALCTOR_R06735
3811,GALGAL_R04276,ALCTOR_R06736
3812,GALGAL_R04277,ALCTOR_R07878
3813,GALGAL_R04278,ALCTOR_R07879
3814,GALGAL_R04279,ALCTOR_R11855
3815,GALGAL_R04280,ALCTOR_R11658
3816,GALGAL_R04281,ALCTOR_R11651
3817,GALGAL_R04282,ALCTOR_R11652
3818,GALGAL_R04283,ALCTOR_R13778
3819,GALGAL_R04284,-
3820,GALGAL_R04285,ALCTOR_R12156
3821,GALGAL_R04286,ALCTOR_R12157
3822,GALGAL_R04287,-
3823,GALGAL_R04288,-
